name,mult,charge,chi,orig_name,orig_chi,orig_smi
N2,1,0,AMChI=1/N2/c1-2,N2,InChI=1S/N2/c1-2,N#N
Ar,1,0,AMChI=1/Ar,Ar,InChI=1S/Ar,[Ar]
He,1,0,AMChI=1/He,He,InChI=1S/He,[He]
Ne,1,0,AMChI=1/Ne,Ne,InChI=1S/Ne,[Ne]
C5H7O(1)rs,2,0,"AMChI=1/C5H7O/c1-4-2-3-5(1)6-4/h1,4-5H,2-3H2/t4-,5+",C5H7O(1),"InChI=1S/C5H7O/c1-2-5-3-4(1)6-5/h3-5H,1-2H2",O1C2CCC1[CH]2
C5H7O(2)rs0,2,0,"AMChI=1/C5H7O/c1-2-5-3-4(1)6-5/h1,4-5H,2-3H2/t4-,5+/m0/s1",C5H7O(2),"InChI=1S/C5H7O/c1-2-5-3-4(1)6-5/h1,4-5H,2-3H2",O1C2CC1[CH]C2
C5H7O(2)rs1,2,0,"AMChI=1/C5H7O/c1-2-5-3-4(1)6-5/h1,4-5H,2-3H2/t4-,5+/m1/s1",C5H7O(2),"InChI=1S/C5H7O/c1-2-5-3-4(1)6-5/h1,4-5H,2-3H2",O1C2CC1[CH]C2
C5H7O(3)r0,2,0,"AMChI=1/C5H7O/c1-2-5-3-4(1)6-5/h5H,1-3H2/t5-/m0/s1",C5H7O(3),"InChI=1S/C5H7O/c1-2-5-3-4(1)6-5/h4H,1-3H2",O1C2CC[C]1C2
C5H7O(3)r1,2,0,"AMChI=1/C5H7O/c1-2-5-3-4(1)6-5/h5H,1-3H2/t5-/m1/s1",C5H7O(3),"InChI=1S/C5H7O/c1-2-5-3-4(1)6-5/h4H,1-3H2",O1C2CC[C]1C2
O2(4),3,0,AMChI=1/O2/c1-2,O2(4),InChI=1S/O2/c1-2,O=O
C5H7O(14),2,0,"AMChI=1/C5H7O/c6-5-3-1-2-4-5/h1H,2-4H2",C5H7O(14),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1H,2-4H2",O=C1CC[CH]C1
C5H7O(5)r0,2,0,"AMChI=1/C5H7O/c6-5-2-1-3-4-5/h1-2,5H,3-4H2/t5-/m0/s1",C5H7O(5),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1,3,5H,2,4H2",[O]C1CCC=C1
C5H7O(5)r1,2,0,"AMChI=1/C5H7O/c6-5-2-1-3-4-5/h1-2,5H,3-4H2/t5-/m1/s1",C5H7O(5),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1,3,5H,2,4H2",[O]C1CCC=C1
C5H7O(15),2,0,"AMChI=1/C5H7O/c1-5-4-3-2-6-5/h2H,1,3-4H2",C5H7O(15),"InChI=1S/C5H7O/c1-5-3-2-4-6-5/h4H,1-3H2",C=C1O[CH]CC1
C5H7O(9),2,0,"AMChI=1/C5H7O/c6-5-3-1-2-4-5/h1-2,5H,3-4H2",C5H7O(9),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1-2,5H,3-4H2",[O]C1CC=CC1
C5H7O(11)r0,2,0,"AMChI=1/C5H7O/c1-5-4-2-3-6-5/h2-3,5H,1,4H2/t5-/m0/s1",C5H7O(11),"InChI=1S/C5H7O/c1-5-3-2-4-6-5/h2,4-5H,1,3H2",[CH2]C1OC=CC1
C5H7O(11)r1,2,0,"AMChI=1/C5H7O/c1-5-4-2-3-6-5/h2-3,5H,1,4H2/t5-/m1/s1",C5H7O(11),"InChI=1S/C5H7O/c1-5-3-2-4-6-5/h2,4-5H,1,3H2",[CH2]C1OC=CC1
C5H7O(10)r0,2,0,"AMChI=1/C5H7O/c1-2-5-4-3-6-5/h2-3,5H,1,4H2/t5-/m0/s1",C5H7O(10),"InChI=1S/C5H7O/c1-2-5-3-4-6-5/h2,4-5H,1,3H2",C=CC1O[CH]C1
C5H7O(10)r1,2,0,"AMChI=1/C5H7O/c1-2-5-4-3-6-5/h2-3,5H,1,4H2/t5-/m1/s1",C5H7O(10),"InChI=1S/C5H7O/c1-2-5-3-4-6-5/h2,4-5H,1,3H2",C=CC1O[CH]C1
C5H7O(6)r0,2,0,"AMChI=1/C5H7O/c1-4-5-2-3-6-5/h2-3,5H,1,4H2/t5-/m0/s1",C5H7O(6),"InChI=1S/C5H7O/c1-2-5-3-4-6-5/h3-5H,1-2H2",[CH2]CC1OC=C1
C5H7O(6)r1,2,0,"AMChI=1/C5H7O/c1-4-5-2-3-6-5/h2-3,5H,1,4H2/t5-/m1/s1",C5H7O(6),"InChI=1S/C5H7O/c1-2-5-3-4-6-5/h3-5H,1-2H2",[CH2]CC1OC=C1
C5H7O(16)r0,2,0,"AMChI=1/C5H7O/c1-4-3-5(2)6-4/h5H,1-3H2/t5-/m0/s1",C5H7O(16),"InChI=1S/C5H7O/c1-4-3-5(2)6-4/h4H,1-3H2",[CH2]C1OC(C1)=C
C5H7O(16)r1,2,0,"AMChI=1/C5H7O/c1-4-3-5(2)6-4/h5H,1-3H2/t5-/m1/s1",C5H7O(16),"InChI=1S/C5H7O/c1-4-3-5(2)6-4/h4H,1-3H2",[CH2]C1OC(C1)=C
C5H7O3(19)rr0,2,0,"AMChI=1/C5H7O3/c6-8-5-2-1-4(7-5)3-5/h4H,1-3H2/t4-,5-/m0/s1",C5H7O3(19),"InChI=1S/C5H7O3/c6-8-5-2-1-4(3-5)7-5/h4H,1-3H2",[O]OC12OC(C1)CC2
C5H7O3(19)rs1,2,0,"AMChI=1/C5H7O3/c6-8-5-2-1-4(7-5)3-5/h4H,1-3H2/t4-,5+/m1/s1",C5H7O3(19),"InChI=1S/C5H7O3/c6-8-5-2-1-4(3-5)7-5/h4H,1-3H2",[O]OC12OC(C1)CC2
C5H7O3(19)rr1,2,0,"AMChI=1/C5H7O3/c6-8-5-2-1-4(7-5)3-5/h4H,1-3H2/t4-,5-/m1/s1",C5H7O3(19),"InChI=1S/C5H7O3/c6-8-5-2-1-4(3-5)7-5/h4H,1-3H2",[O]OC12OC(C1)CC2
C5H7O3(18)rrs0,2,0,"AMChI=1/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h3-5H,1-2H2/t3-,4-,5+/m0/s1",C5H7O3(18),"InChI=1S/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h3-5H,1-2H2",[O]OC1C2OC(C2)C1
C5H7O3(18)rsr0,2,0,"AMChI=1/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h3-5H,1-2H2/t3-,4+,5-/m0/s1",C5H7O3(18),"InChI=1S/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h3-5H,1-2H2",[O]OC1C2OC(C2)C1
C5H7O3(18)rss0,2,0,"AMChI=1/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h3-5H,1-2H2/t3-,4+,5+/m0/s1",C5H7O3(18),"InChI=1S/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h3-5H,1-2H2",[O]OC1C2OC(C2)C1
C5H7O3(18)rss1,2,0,"AMChI=1/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h3-5H,1-2H2/t3-,4+,5+/m1/s1",C5H7O3(18),"InChI=1S/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h3-5H,1-2H2",[O]OC1C2OC(C2)C1
C5H7O3(18)rsr1,2,0,"AMChI=1/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h3-5H,1-2H2/t3-,4+,5-/m1/s1",C5H7O3(18),"InChI=1S/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h3-5H,1-2H2",[O]OC1C2OC(C2)C1
C5H7O3(18)rrr1,2,0,"AMChI=1/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h3-5H,1-2H2/t3-,4-,5-/m1/s1",C5H7O3(18),"InChI=1S/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h3-5H,1-2H2",[O]OC1C2OC(C2)C1
C5H7O3(17)rsr,2,0,"AMChI=1/C5H7O3/c6-8-5-3-1-2-4(5)7-3/h3-5H,1-2H2/t3-,4+,5-",C5H7O3(17),"InChI=1S/C5H7O3/c6-8-5-3-1-2-4(5)7-3/h3-5H,1-2H2",[O]OC1C2OC1CC2
C5H7O3(17)rss,2,0,"AMChI=1/C5H7O3/c6-8-5-3-1-2-4(5)7-3/h3-5H,1-2H2/t3-,4+,5+",C5H7O3(17),"InChI=1S/C5H7O3/c6-8-5-3-1-2-4(5)7-3/h3-5H,1-2H2",[O]OC1C2OC1CC2
H(8),2,0,AMChI=1/H,H(8),InChI=1S/H,[H]
C5H6O(13)rs,1,0,"AMChI=1/C5H6O/c1-2-5-3-4(1)6-5/h1-2,4-5H,3H2/t4-,5+",C5H6O(13),"InChI=1S/C5H6O/c1-2-5-3-4(1)6-5/h1-2,4-5H,3H2",O1C2CC1C=C2
C5H7O(25),2,0,"AMChI=1/C5H7O/c6-5-1-2-3-4-5/h1H,2-4H2",C5H7O(25),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h3H,1-2,4H2",O=C1CCC[CH]1
C5H7O3(26)r0,2,0,"AMChI=1/C5H7O3/c6-4-1-2-5(3-4)8-7/h5H,1-3H2/t5-/m0/s1",C5H7O3(26),"InChI=1S/C5H7O3/c6-4-1-2-5(3-4)8-7/h5H,1-3H2",O=C1CC(O[O])CC1
C5H7O3(26)r1,2,0,"AMChI=1/C5H7O3/c6-4-1-2-5(3-4)8-7/h5H,1-3H2/t5-/m1/s1",C5H7O3(26),"InChI=1S/C5H7O3/c6-4-1-2-5(3-4)8-7/h5H,1-3H2",O=C1CC(O[O])CC1
C5H7O(27)rs0,2,0,"AMChI=1/C5H7O/c1-2-3-5-4(1)6-5/h1,4-5H,2-3H2/t4-,5+/m0/s1",C5H7O(27),"InChI=1S/C5H7O/c1-2-4-5(3-1)6-4/h2,4-5H,1,3H2",O1C2C1[CH]CC2
C5H7O(27)rs1,2,0,"AMChI=1/C5H7O/c1-2-3-5-4(1)6-5/h1,4-5H,2-3H2/t4-,5+/m1/s1",C5H7O(27),"InChI=1S/C5H7O/c1-2-4-5(3-1)6-4/h2,4-5H,1,3H2",O1C2C1[CH]CC2
C5H7O3(43)r0,2,0,"AMChI=1/C5H7O3/c1-4-2-3-5(7-4)8-6/h5H,1-3H2/t5-/m0/s1",C5H7O3(43),"InChI=1S/C5H7O3/c1-4-2-3-5(7-4)8-6/h5H,1-3H2",[O]OC1OC(CC1)=C
C5H7O3(43)r1,2,0,"AMChI=1/C5H7O3/c1-4-2-3-5(7-4)8-6/h5H,1-3H2/t5-/m1/s1",C5H7O3(43),"InChI=1S/C5H7O3/c1-4-2-3-5(7-4)8-6/h5H,1-3H2",[O]OC1OC(CC1)=C
C5H7O(52)r0,2,0,"AMChI=1/C5H7O/c1-5-3-2-4-6-5/h2-5H,1H3/t5-/m0/s1",C5H7O(52),"InChI=1S/C5H7O/c1-5-3-2-4-6-5/h2-5H,1H3",CC1O[CH]C=C1
C5H7O(52)r1,2,0,"AMChI=1/C5H7O/c1-5-3-2-4-6-5/h2-5H,1H3/t5-/m1/s1",C5H7O(52),"InChI=1S/C5H7O/c1-5-3-2-4-6-5/h2-5H,1H3",CC1O[CH]C=C1
C5H7O3(55)r0,2,0,"AMChI=1/C5H7O3/c6-8-4-5-3-1-2-7-5/h1-2,5H,3-4H2/t5-/m0/s1",C5H7O3(55),"InChI=1S/C5H7O3/c6-8-4-5-2-1-3-7-5/h1,3,5H,2,4H2",[O]OCC1OC=CC1
C5H7O3(55)r1,2,0,"AMChI=1/C5H7O3/c6-8-4-5-3-1-2-7-5/h1-2,5H,3-4H2/t5-/m1/s1",C5H7O3(55),"InChI=1S/C5H7O3/c6-8-4-5-2-1-3-7-5/h1,3,5H,2,4H2",[O]OCC1OC=CC1
C5H7O3(62)rr0,2,0,"AMChI=1/C5H7O3/c1-2-4-3-5(7-4)8-6/h2,4-5H,1,3H2/t4-,5-/m0/s1",C5H7O3(62),"InChI=1S/C5H7O3/c1-2-4-3-5(7-4)8-6/h2,4-5H,1,3H2",[O]OC1OC(C1)C=C
C5H7O3(62)rs0,2,0,"AMChI=1/C5H7O3/c1-2-4-3-5(7-4)8-6/h2,4-5H,1,3H2/t4-,5+/m0/s1",C5H7O3(62),"InChI=1S/C5H7O3/c1-2-4-3-5(7-4)8-6/h2,4-5H,1,3H2",[O]OC1OC(C1)C=C
C5H7O3(62)rs1,2,0,"AMChI=1/C5H7O3/c1-2-4-3-5(7-4)8-6/h2,4-5H,1,3H2/t4-,5+/m1/s1",C5H7O3(62),"InChI=1S/C5H7O3/c1-2-4-3-5(7-4)8-6/h2,4-5H,1,3H2",[O]OC1OC(C1)C=C
C5H7O3(62)rr1,2,0,"AMChI=1/C5H7O3/c1-2-4-3-5(7-4)8-6/h2,4-5H,1,3H2/t4-,5-/m1/s1",C5H7O3(62),"InChI=1S/C5H7O3/c1-2-4-3-5(7-4)8-6/h2,4-5H,1,3H2",[O]OC1OC(C1)C=C
C5H7O(33)r0,2,0,"AMChI=1/C5H7O/c6-5-3-1-2-4-5/h1-3,5-6H,4H2/t5-/m0/s1",C5H7O(33),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1-3,5-6H,4H2",OC1CC=C[CH]1
C5H7O(33)r1,2,0,"AMChI=1/C5H7O/c6-5-3-1-2-4-5/h1-3,5-6H,4H2/t5-/m1/s1",C5H7O(33),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1-3,5-6H,4H2",OC1CC=C[CH]1
C5H7O(63)rr0,2,0,"AMChI=1/C5H7O/c1-4-2-3-5(4)6-1/h1,4-5H,2-3H2/t4-,5-/m0/s1",C5H7O(63),"InChI=1S/C5H7O/c1-2-5-4(1)3-6-5/h3-5H,1-2H2",O1C2C(CC2)[CH]1
C5H7O(63)rs1,2,0,"AMChI=1/C5H7O/c1-4-2-3-5(4)6-1/h1,4-5H,2-3H2/t4-,5+/m1/s1",C5H7O(63),"InChI=1S/C5H7O/c1-2-5-4(1)3-6-5/h3-5H,1-2H2",O1C2C(CC2)[CH]1
C5H7O(63)rr1,2,0,"AMChI=1/C5H7O/c1-4-2-3-5(4)6-1/h1,4-5H,2-3H2/t4-,5-/m1/s1",C5H7O(63),"InChI=1S/C5H7O/c1-2-5-4(1)3-6-5/h3-5H,1-2H2",O1C2C(CC2)[CH]1
C5H7O3(76)r0,2,0,"AMChI=1/C5H7O3/c1-4-2-5(8-4)3-7-6/h5H,1-3H2/t5-/m0/s1",C5H7O3(76),"InChI=1S/C5H7O3/c1-4-2-5(8-4)3-7-6/h5H,1-3H2",[O]OCC1OC(C1)=C
C5H7O3(76)r1,2,0,"AMChI=1/C5H7O3/c1-4-2-5(8-4)3-7-6/h5H,1-3H2/t5-/m1/s1",C5H7O3(76),"InChI=1S/C5H7O3/c1-4-2-5(8-4)3-7-6/h5H,1-3H2",[O]OCC1OC(C1)=C
C5H7O(41),2,0,"AMChI=1/C5H7O/c1-5-2-3-4-6-5/h2H,1,3-4H2",C5H7O(41),"InChI=1S/C5H7O/c1-5-3-2-4-6-5/h3H,1-2,4H2",[CH2]C=1OCCC=1
C5H7O(48),2,0,"AMChI=1/C5H7O/c1-4-2-5(6-1)3-4/h1,4-5H,2-3H2",C5H7O(48),"InChI=1S/C5H7O/c1-4-2-5(1)6-3-4/h3-5H,1-2H2",O1C2CC(C2)[CH]1
C5H7O3(87)rr0,2,0,"AMChI=1/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h4-6H,1-2H2/t4-,5-/m0/s1",C5H7O3(87),"InChI=1S/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h4-6H,1-2H2",OOC1C2O[C](C2)C1
C5H7O3(87)rs0,2,0,"AMChI=1/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h4-6H,1-2H2/t4-,5+/m0/s1",C5H7O3(87),"InChI=1S/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h4-6H,1-2H2",OOC1C2O[C](C2)C1
C5H7O3(87)rs1,2,0,"AMChI=1/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h4-6H,1-2H2/t4-,5+/m1/s1",C5H7O3(87),"InChI=1S/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h4-6H,1-2H2",OOC1C2O[C](C2)C1
C5H7O3(87)rr1,2,0,"AMChI=1/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h4-6H,1-2H2/t4-,5-/m1/s1",C5H7O3(87),"InChI=1S/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h4-6H,1-2H2",OOC1C2O[C](C2)C1
C5H7O(51),2,0,"AMChI=1/C5H7O/c1-5-4-2-3-6-5/h2-3H,4H2,1H3",C5H7O(51),"InChI=1S/C5H7O/c1-5-3-2-4-6-5/h2,4H,3H2,1H3",C[C]1OC=CC1
C5H7O3(89)rr0,2,0,"AMChI=1/C5H7O3/c6-8-5-3-1-2-4(5)7-3/h4-6H,1-2H2/t4-,5-/m0/s1",C5H7O3(89),"InChI=1S/C5H7O3/c6-8-5-3-1-2-4(5)7-3/h3,5-6H,1-2H2",OOC1C2O[C]1CC2
C5H7O3(89)rs0,2,0,"AMChI=1/C5H7O3/c6-8-5-3-1-2-4(5)7-3/h4-6H,1-2H2/t4-,5+/m0/s1",C5H7O3(89),"InChI=1S/C5H7O3/c6-8-5-3-1-2-4(5)7-3/h3,5-6H,1-2H2",OOC1C2O[C]1CC2
C5H7O3(89)rs1,2,0,"AMChI=1/C5H7O3/c6-8-5-3-1-2-4(5)7-3/h4-6H,1-2H2/t4-,5+/m1/s1",C5H7O3(89),"InChI=1S/C5H7O3/c6-8-5-3-1-2-4(5)7-3/h3,5-6H,1-2H2",OOC1C2O[C]1CC2
C5H7O3(89)rr1,2,0,"AMChI=1/C5H7O3/c6-8-5-3-1-2-4(5)7-3/h4-6H,1-2H2/t4-,5-/m1/s1",C5H7O3(89),"InChI=1S/C5H7O3/c6-8-5-3-1-2-4(5)7-3/h3,5-6H,1-2H2",OOC1C2O[C]1CC2
C5H7O(31)r0,2,0,"AMChI=1/C5H7O/c6-5-2-1-4-3-5/h1-3,5-6H,4H2/t5-/m0/s1",C5H7O(31),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1,3-6H,2H2",OC1[CH]CC=C1
C5H7O(31)r1,2,0,"AMChI=1/C5H7O/c6-5-2-1-4-3-5/h1-3,5-6H,4H2/t5-/m1/s1",C5H7O(31),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1,3-6H,2H2",OC1[CH]CC=C1
C5H7O3(70)r0,2,0,"AMChI=1/C5H7O3/c6-8-4-3-5-1-2-7-5/h1-2,5H,3-4H2/t5-/m0/s1",C5H7O3(70),"InChI=1S/C5H7O3/c6-8-4-2-5-1-3-7-5/h1,3,5H,2,4H2",[O]OCCC1OC=C1
C5H7O3(70)r1,2,0,"AMChI=1/C5H7O3/c6-8-4-3-5-1-2-7-5/h1-2,5H,3-4H2/t5-/m1/s1",C5H7O3(70),"InChI=1S/C5H7O3/c6-8-4-2-5-1-3-7-5/h1,3,5H,2,4H2",[O]OCCC1OC=C1
C5H7O(45),2,0,"AMChI=1/C5H7O/c6-5-3-1-2-4-5/h1-2,6H,3-4H2",C5H7O(45),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1-2,6H,3-4H2",O[C]1CC=CC1
C5H7O(38)rs0,2,0,"AMChI=1/C5H7O/c1-5-3-2-4(5)6-5/h4H,1-3H2/t4-,5+/m0/s1",C5H7O(38),"InChI=1S/C5H7O/c1-5-3-2-4(5)6-5/h4H,1-3H2",[CH2]C12OC2CC1
C5H7O(38)rs1,2,0,"AMChI=1/C5H7O/c1-5-3-2-4(5)6-5/h4H,1-3H2/t4-,5+/m1/s1",C5H7O(38),"InChI=1S/C5H7O/c1-5-3-2-4(5)6-5/h4H,1-3H2",[CH2]C12OC2CC1
C5H7O(30),2,0,"AMChI=1/C5H7O/c6-5-2-1-3-4-5/h1-2,6H,3-4H2",C5H7O(30),"InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1,3,6H,2,4H2",O[C]1CCC=C1
C5H7O(59)z,2,0,"AMChI=1/C5H7O/c1-2-5-3-4-6-5/h2H,1,3-4H2/b5-2-",C5H7O(59),"InChI=1S/C5H7O/c1-2-5-3-4-6-5/h2H,1,3-4H2",[CH2]C=C1OCC1
C5H7O(59)e,2,0,"AMChI=1/C5H7O/c1-2-5-3-4-6-5/h2H,1,3-4H2/b5-2+",C5H7O(59),"InChI=1S/C5H7O/c1-2-5-3-4-6-5/h2H,1,3-4H2",[CH2]C=C1OCC1
C5H7O(73),2,0,"AMChI=1/C5H7O/c1-4-3-5(2)6-4/h1,3H2,2H3",C5H7O(73),"InChI=1S/C5H7O/c1-4-3-5(2)6-4/h1,3H2,2H3",C[C]1OC(C1)=C
C5H7O(56)rrs,2,0,"AMChI=1/C5H7O/c1-3-4-2-5(3)6-4/h3-5H,1-2H2/t3-,4-,5+",C5H7O(56),"InChI=1S/C5H7O/c1-3-4-2-5(3)6-4/h3-5H,1-2H2",[CH2]C1C2OC1C2
C5H7O(56)srs,2,0,"AMChI=1/C5H7O/c1-3-4-2-5(3)6-4/h3-5H,1-2H2/t3+,4-,5+",C5H7O(56),"InChI=1S/C5H7O/c1-3-4-2-5(3)6-4/h3-5H,1-2H2",[CH2]C1C2OC1C2
S(102)rsr,1,0,"AMChI=1/C5H8O3/c6-8-5-3-1-2-4(5)7-3/h3-6H,1-2H2/t3-,4+,5-",S(102),"InChI=1S/C5H8O3/c6-8-5-3-1-2-4(5)7-3/h3-6H,1-2H2",OOC1C2OC1CC2
S(102)rss,1,0,"AMChI=1/C5H8O3/c6-8-5-3-1-2-4(5)7-3/h3-6H,1-2H2/t3-,4+,5+",S(102),"InChI=1S/C5H8O3/c6-8-5-3-1-2-4(5)7-3/h3-6H,1-2H2",OOC1C2OC1CC2
S(100)rr0,1,0,"AMChI=1/C5H8O3/c6-8-5-2-1-4(7-5)3-5/h4,6H,1-3H2/t4-,5-/m0/s1",S(100),"InChI=1S/C5H8O3/c6-8-5-2-1-4(3-5)7-5/h4,6H,1-3H2",OOC12OC(C1)CC2
S(100)rs1,1,0,"AMChI=1/C5H8O3/c6-8-5-2-1-4(7-5)3-5/h4,6H,1-3H2/t4-,5+/m1/s1",S(100),"InChI=1S/C5H8O3/c6-8-5-2-1-4(3-5)7-5/h4,6H,1-3H2",OOC12OC(C1)CC2
S(100)rr1,1,0,"AMChI=1/C5H8O3/c6-8-5-2-1-4(7-5)3-5/h4,6H,1-3H2/t4-,5-/m1/s1",S(100),"InChI=1S/C5H8O3/c6-8-5-2-1-4(3-5)7-5/h4,6H,1-3H2",OOC12OC(C1)CC2
C5H8O(99)r0,1,0,"AMChI=1/C5H8O/c1-4-3-5(2)6-4/h5H,1,3H2,2H3/t5-/m0/s1",C5H8O(99),"InChI=1S/C5H8O/c1-4-3-5(2)6-4/h5H,1,3H2,2H3",CC1OC(C1)=C
C5H8O(99)r1,1,0,"AMChI=1/C5H8O/c1-4-3-5(2)6-4/h5H,1,3H2,2H3/t5-/m1/s1",C5H8O(99),"InChI=1S/C5H8O/c1-4-3-5(2)6-4/h5H,1,3H2,2H3",CC1OC(C1)=C
C5H8O(98)r0,1,0,"AMChI=1/C5H8O/c1-4-5-2-3-6-5/h2-3,5H,4H2,1H3/t5-/m0/s1",C5H8O(98),"InChI=1S/C5H8O/c1-2-5-3-4-6-5/h3-5H,2H2,1H3",CCC1OC=C1
C5H8O(98)r1,1,0,"AMChI=1/C5H8O/c1-4-5-2-3-6-5/h2-3,5H,4H2,1H3/t5-/m1/s1",C5H8O(98),"InChI=1S/C5H8O/c1-2-5-3-4-6-5/h3-5H,2H2,1H3",CCC1OC=C1
C5H8O(96)r0,1,0,"AMChI=1/C5H8O/c1-5-4-2-3-6-5/h2-3,5H,4H2,1H3/t5-/m0/s1",C5H8O(96),"InChI=1S/C5H8O/c1-5-3-2-4-6-5/h2,4-5H,3H2,1H3",CC1OC=CC1
C5H8O(96)r1,1,0,"AMChI=1/C5H8O/c1-5-4-2-3-6-5/h2-3,5H,4H2,1H3/t5-/m1/s1",C5H8O(96),"InChI=1S/C5H8O/c1-5-3-2-4-6-5/h2,4-5H,3H2,1H3",CC1OC=CC1
C5H8O(94),1,0,AMChI=1/C5H8O/c1-5-3-2-4-6-5/h1-4H2,C5H8O(94),InChI=1S/C5H8O/c1-5-3-2-4-6-5/h1-4H2,C=C1OCCC1
C5H8O(93)r0,1,0,"AMChI=1/C5H8O/c6-5-2-1-3-4-5/h1-2,5-6H,3-4H2/t5-/m0/s1",C5H8O(93),"InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1,3,5-6H,2,4H2",OC1CCC=C1
C5H8O(93)r1,1,0,"AMChI=1/C5H8O/c6-5-2-1-3-4-5/h1-2,5-6H,3-4H2/t5-/m1/s1",C5H8O(93),"InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1,3,5-6H,2,4H2",OC1CCC=C1
HO2(77),2,0,AMChI=1/HO2/c1-2/h2H,HO2(77),InChI=1S/HO2/c1-2/h1H,O[O]
C5H7O3(84)rr0,2,0,"AMChI=1/C5H7O3/c6-8-5-2-4-1-3(5)7-4/h4-6H,1-2H2/t4-,5-/m0/s1",C5H7O3(84),"InChI=1S/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h3,5-6H,1-2H2",OOC1CC2O[C]1C2
C5H7O3(84)rs0,2,0,"AMChI=1/C5H7O3/c6-8-5-2-4-1-3(5)7-4/h4-6H,1-2H2/t4-,5+/m0/s1",C5H7O3(84),"InChI=1S/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h3,5-6H,1-2H2",OOC1CC2O[C]1C2
C5H7O3(84)rs1,2,0,"AMChI=1/C5H7O3/c6-8-5-2-4-1-3(5)7-4/h4-6H,1-2H2/t4-,5+/m1/s1",C5H7O3(84),"InChI=1S/C5H7O3/c6-8-5-2-3-1-4(5)7-3/h3,5-6H,1-2H2",OOC1CC2O[C]1C2
